tourney_id,tourney_name,surface,draw_size,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpFaced,w_bpSaved,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpFaced,l_bpSaved,winner_rank,winner_rank_points,loser_rank,loser_rank_points,tourney_date
2021560,Us Open,Hard,128,185,202195,Maxime Cressy,R,198,USA,24,110778,Joao Menezes,R,185,BRA,25,7-5 6-3,99,11,2,65,40,32,14,0,4,3,4,3,60,42,26,8,0,4,1,151,504,224,305,2021-08-30 00:00:00
2021560,Us Open,Hard,128,206,202195,Maxime Cressy,R,198,USA,24,105074,Ruben Bemelmans,L,183,BEL,34,4-6 6-2 7-5,119,18,14,90,46,36,22,0,4,2,8,8,91,57,41,14,0,6,2,151,504,222,305,2021-08-30 00:00:00
2021560,Us Open,Hard,128,177,105539,Evgeny Donskoy,R,185,RUS,31,105657,Marius Copil,R,193,ROU,31,7-6(6) 6-4,102,6,1,78,45,36,19,0,4,4,10,3,74,51,36,14,0,5,4,152,498,225,304,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,193,105359,Jason Jung,R,178,TPE,32,105147,Tatsuma Ito,R,180,JPN,33,6-2 6-1,64,4,0,51,26,22,15,8,2,2,4,2,48,30,14,10,7,8,4,160,440,227,304,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,105,105011,Illya Marchenko,R,185,UKR,34,105841,Lorenzo Giustino,R,183,ITA,30,7-5 7-6(2),110,1,3,71,42,33,16,12,1,0,3,4,88,51,35,20,13,8,6,153,470,228,303,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,193,105432,Prajnesh Gunneswaran,L,188,IND,30,105870,Yannick Hanfmann,R,193,GER,28,1-6 6-2 6-1,82,2,2,73,48,35,10,11,7,5,2,3,67,39,25,12,11,5,1,123,442,167,302,2020-01-20 00:00:00
2021560,Us Open,Hard,128,125,208527,Zane Khan,U,180,USA,20,104660,Sergiy Stakhovsky,R,193,UKR,36,4-6 7-5 6-3,125,12,1,88,61,44,20,0,4,3,13,6,90,48,37,22,0,8,6,457,87,227,302,2021-08-30 00:00:00
2020520,Roland Garros,Clay,128,126,200624,Sebastian Korda,R,196,USA,20,106283,Mitchell Krueger,R,188,USA,27,6-1 6-4,75,6,0,45,28,25,12,9,0,0,0,2,60,36,19,12,8,10,7,213,252,187,301,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,829,111515,Thai Son Kwiatkowski,R,188,USA,26,106005,Constant Lestienne,R,180,FRA,29,6-2 6-2,65,2,0,40,23,20,12,8,0,0,3,5,51,28,17,11,8,10,6,219,314,224,301,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,132,126127,Benjamin Bonzi,R,185,FRA,25,126663,Juan Pablo Ficovich,R,191,ARG,24,7-5 6-1,64,6,1,46,34,31,9,10,0,0,1,1,60,38,25,7,9,6,3,119,683,231,301,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,173,106214,Oscar Otte,R,196,GER,28,126125,Maxime Janvier,R,193,FRA,25,7-5 6-3,78,10,3,62,33,29,17,11,2,2,4,2,63,39,29,12,10,4,2,151,479,232,301,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,172,106121,Taro Daniel,R,191,JPN,28,109739,Maximilian Marterer,L,191,GER,26,6-3 6-4,99,1,2,65,46,34,9,10,7,6,1,1,56,40,26,7,9,6,3,116,591,209,300,2021-01-10 00:00:00
2021540,Wimbledon,Grass,128,142,123795,Altug Celikbilek,U,183,TUR,25,106005,Constant Lestienne,R,180,FRA,29,6-7(2) 7-6(4) 6-2,132,11,3,109,63,50,25,16,8,6,11,3,100,68,49,17,18,5,1,247,273,234,300,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,195,207830,Tomas Machac,R,183,CZE,21,111790,Brayden Schnur,R,193,CAN,26,7-6(4) 6-0,73,2,0,51,31,25,15,10,2,1,3,2,61,42,26,8,9,8,4,144,507,233,300,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,140,104424,Go Soeda,R,178,JPN,36,208659,Giovanni Mpetshi Perricard,R,180,FRA,17,6-4 0-6 7-6(2),125,1,2,82,49,33,16,14,5,0,11,1,98,60,43,18,14,10,7,121,490,1380,3,2020-09-28 00:00:00
2020580,Australian Open,Hard,128,164,110602,Dennis Novak,R,183,AUT,26,106110,Filip Horansky,R,175,SVK,27,6-1 6-4,62,5,2,56,39,24,12,9,1,0,3,2,55,37,23,6,8,9,5,99,574,169,299,2020-01-20 00:00:00
2021581,Australian Open,Hard,128,164,106296,Gregoire Barrere,R,183,FRA,27,126125,Maxime Janvier,R,193,FRA,24,6-2 4-6 6-1,105,4,6,80,51,36,13,13,10,7,2,5,72,48,29,9,12,11,5,110,654,210,299,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,168,124116,Sebastian Ofner,R,191,AUT,24,111200,Elias Ymer,R,183,SWE,24,7-6(4) 7-6(5),135,2,1,99,52,29,25,12,11,6,3,5,85,47,28,18,12,8,3,168,341,188,299,2020-09-28 00:00:00
2021560,Us Open,Hard,128,109,105432,Prajnesh Gunneswaran,L,188,IND,32,111790,Brayden Schnur,R,193,CAN,26,6-4 7-6(5),97,7,1,75,53,39,12,0,2,1,7,2,70,44,32,13,0,3,1,156,481,230,299,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,140,205734,Thiago Seyboth Wild,R,185,BRA,21,104735,Tobias Kamke,R,180,GER,35,6-4 6-4,87,5,3,58,38,27,12,10,4,3,0,3,78,49,32,14,10,9,6,126,643,235,299,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,158,126846,Aleksandar Vukic,R,188,AUS,24,207989,Carlos Alcaraz,R,185,ESP,17,4-6 7-6(5) 6-3,135,6,1,102,61,46,19,16,6,3,6,4,100,60,42,21,15,7,4,193,287,189,297,2020-09-28 00:00:00
2020520,Roland Garros,Clay,128,185,106393,Frederico Ferreira Silva,L,178,POR,26,110778,Joao Menezes,R,185,BRA,24,7-6(4) 7-6(2),122,2,2,86,59,37,19,12,8,5,3,1,79,56,38,10,12,3,0,196,285,190,297,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,801,105011,Illya Marchenko,R,185,UKR,34,111790,Brayden Schnur,R,193,CAN,26,6-7(5) 7-5 6-4,183,2,4,110,67,48,22,17,8,4,1,6,132,79,47,29,17,22,16,161,443,225,296,2021-05-31 00:00:00
2021560,Us Open,Hard,128,167,105376,Peter Gojowczyk,R,185,GER,32,104898,Robin Haase,R,190,NED,34,6-4 6-4,76,7,2,60,26,21,23,0,3,3,6,2,67,34,23,18,0,4,2,141,563,231,296,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,141,105477,Marco Trungelliti,R,178,ARG,31,104919,Leonardo Mayer,R,188,ARG,34,6-4 6-2,82,3,2,62,38,29,12,9,6,5,3,5,65,42,26,8,9,12,8,205,341,236,296,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,835,105539,Evgeny Donskoy,R,185,RUS,31,126125,Maxime Janvier,R,193,FRA,25,6-0 6-4,61,0,2,39,24,17,9,8,3,1,0,4,53,34,19,4,8,10,4,136,555,226,295,2021-05-31 00:00:00
2020580,Australian Open,Hard,128,182,105613,Norbert Gombos,R,193,SVK,29,105406,Roberto Marcora,R,194,ITA,30,6-2 6-4,76,1,4,58,38,26,13,9,2,1,3,4,57,30,21,11,9,7,3,113,498,172,294,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,177,104810,Zhe Li,R,185,CHN,33,106249,Joao Domingues,R,178,POR,26,6-4 6-1,75,0,1,69,51,34,9,9,9,8,1,1,46,25,16,7,8,5,1,206,234,171,294,2020-01-20 00:00:00
2021560,Us Open,Hard,128,207,144684,Alex Molcan,L,178,SVK,24,105671,Gastao Elias,R,178,POR,31,6-2 4-6 7-6(6),147,6,5,98,67,50,12,0,7,4,10,4,92,45,33,24,0,8,4,138,579,232,294,2021-08-30 00:00:00
2021560,Us Open,Hard,128,204,109739,Maximilian Marterer,L,191,GER,26,126125,Maxime Janvier,R,193,FRA,25,7-6(4) 6-7(7) 6-4,166,14,5,101,70,59,20,0,2,1,11,3,120,85,66,16,0,9,7,212,329,234,294,2021-08-30 00:00:00
2021560,Us Open,Hard,128,106,104898,Robin Haase,R,190,NED,34,127339,Borna Gojo,R,196,CRO,24,6-7(5) 7-5 6-1,119,14,5,91,58,50,17,0,3,2,10,8,91,58,45,14,0,11,7,231,296,233,294,2021-08-30 00:00:00
2020520,Roland Garros,Clay,128,169,200514,Jurij Rodionov,L,191,AUT,21,126128,Roman Safiullin,R,185,RUS,23,6-3 6-2,74,4,1,59,37,27,14,9,2,2,3,3,53,31,21,10,8,9,6,170,338,191,293,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,817,104660,Sergiy Stakhovsky,R,193,UKR,35,106249,Joao Domingues,R,178,POR,28,7-5 6-4,97,6,4,65,38,30,17,11,7,6,0,3,87,58,35,13,11,11,8,210,333,227,293,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,826,126214,Alejandro Tabilo,L,188,CHI,24,105051,Matthew Ebden,R,188,AUS,34,4-6 6-3 6-4,118,10,4,92,57,43,16,15,6,3,5,2,90,47,32,22,14,11,7,166,430,230,292,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,809,106110,Filip Horansky,R,175,SVK,28,126652,Jay Clarke,R,183,GBR,23,6-3 4-6 6-3,136,0,8,99,75,41,13,14,14,8,1,2,89,48,26,16,14,9,1,187,379,229,292,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,885,104735,Tobias Kamke,R,180,GER,35,144642,Tomas Barrios Vera,R,191,CHI,23,6-4 6-2,113,2,2,62,29,20,23,9,2,2,2,1,77,53,34,9,9,12,9,240,273,231,292,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,842,144642,Tomas Barrios Vera,R,191,CHI,23,105657,Marius Copil,R,193,ROU,31,4-6 6-3 7-6(5),164,3,2,91,55,34,20,16,10,5,5,2,113,67,35,27,15,14,8,231,292,228,292,2021-05-31 00:00:00
2021560,Us Open,Hard,128,126,105657,Marius Copil,R,193,ROU,31,106220,Dimitar Kuzmanov,R,183,BUL,28,7-6(2) 6-4,116,10,1,81,49,36,17,0,7,6,4,2,78,51,33,13,0,8,6,225,304,235,292,2021-08-30 00:00:00
2021560,Us Open,Hard,128,107,105376,Peter Gojowczyk,R,185,GER,32,104586,Lukas Rosol,R,196,CZE,36,4-6 7-6(4) 7-5,139,22,3,108,53,43,25,0,7,3,16,5,130,77,53,22,0,15,12,141,563,236,292,2021-08-30 00:00:00
2020520,Roland Garros,Clay,128,142,106393,Frederico Ferreira Silva,L,178,POR,26,104678,Viktor Troicki,R,193,SRB,35,6-0 6-2,65,0,2,42,29,22,7,7,3,2,3,1,40,19,8,5,7,10,4,196,285,192,291,2020-09-28 00:00:00
2021560,Us Open,Hard,128,124,106000,Damir Dzumhur,R,172,BIH,29,105166,Peter Polansky,R,180,CAN,33,4-6 7-6(4) 6-0,133,2,4,92,55,38,21,0,5,2,6,2,108,64,41,20,0,14,9,120,678,237,291,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,146,106283,Mitchell Krueger,R,188,USA,27,111505,Enzo Couacaud,R,183,FRA,26,3-6 6-2 6-2,116,1,1,82,54,34,15,13,6,3,9,0,70,43,28,12,12,9,4,190,342,211,290,2021-01-10 00:00:00
2021560,Us Open,Hard,128,101,206499,Aleksandar Kovacevic,U,180,USA,23,105841,Lorenzo Giustino,R,183,ITA,30,3-6 7-6(2) 6-1,139,14,5,86,54,45,17,0,3,2,8,11,109,72,52,13,0,15,12,414,100,238,289,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,151,117360,Marc Polmans,R,188,AUS,24,127339,Borna Gojo,R,196,CRO,23,6-3 6-3,74,3,1,54,38,28,11,9,0,0,8,3,64,50,32,4,9,9,6,154,467,238,289,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,825,126504,Andrea Pellegrino,R,185,ITA,24,144645,Zdenek Kolar,R,185,CZE,25,6-3 6-4,78,3,1,62,39,28,12,10,2,0,1,2,51,34,21,6,9,5,1,235,280,232,288,2021-05-31 00:00:00
2020580,Australian Open,Hard,128,113,200611,Elliot Benchetrit,R,193,FRA,21,104327,Steve Darcis,R,178,BEL,36,7-5 7-5,99,7,0,66,44,32,13,12,6,4,2,1,73,44,29,13,12,10,6,231,205,176,287,2020-01-20 00:00:00
2021540,Wimbledon,Grass,128,179,209259,Arthur Fery,R,180,GBR,19,105051,Matthew Ebden,R,188,AUS,34,6-3 6-7(3) 7-5,175,5,5,106,66,47,21,16,9,6,9,7,128,79,46,27,18,12,6,1035,10,239,287,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,177,200624,Sebastian Korda,R,196,USA,20,111790,Brayden Schnur,R,193,CAN,25,6-4 6-4,80,1,0,59,42,29,13,10,1,1,5,1,58,38,29,8,10,4,2,213,252,194,286,2020-09-28 00:00:00
2020520,Roland Garros,Clay,128,201,105731,Steven Diez,R,180,CAN,30,111505,Enzo Couacaud,R,183,FRA,26,6-3 6-4,91,0,0,60,47,29,10,10,7,5,3,2,69,41,27,7,9,12,7,181,322,195,286,2020-09-28 00:00:00
2020580,Australian Open,Hard,128,207,124079,Pedro Martinez,R,185,ESP,23,104586,Lukas Rosol,R,196,CZE,34,6-4 6-2,75,4,1,48,30,26,12,9,2,2,3,2,57,32,20,14,9,4,1,168,300,177,285,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,206,207830,Tomas Machac,R,183,CZE,20,106393,Frederico Ferreira Silva,L,178,POR,26,7-6(6) 6-4,119,1,0,69,46,32,12,11,4,2,1,0,86,63,37,11,11,7,4,253,205,196,285,2020-09-28 00:00:00
2021540,Wimbledon,Grass,128,182,126523,Bernabe Zapata Miralles,R,185,ESP,24,106071,Bernard Tomic,R,193,AUS,29,6-4 6-1,48,6,1,46,34,25,9,8,0,0,2,4,52,28,19,10,9,5,1,125,650,241,285,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,125,109699,Julian Lenz,R,188,GER,28,105952,Renzo Olivo,R,180,ARG,29,1-6 6-2 6-2,113,1,5,67,47,31,13,12,3,0,1,4,74,43,26,15,11,10,6,245,225,212,284,2021-01-10 00:00:00
2021560,Us Open,Hard,128,133,109739,Maximilian Marterer,L,191,GER,26,105911,Andrea Collarini,L,185,ARG,30,4-6 7-5 6-2,138,5,2,81,49,37,21,0,3,2,9,6,102,59,43,21,0,13,10,212,329,239,284,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,130,104810,Zhe Li,R,185,CHN,34,111515,Thai Son Kwiatkowski,R,188,USA,26,4-6 6-3 6-4,136,7,1,77,45,40,19,15,4,3,12,1,89,58,39,21,14,8,6,234,248,213,283,2021-01-10 00:00:00
2021560,Us Open,Hard,128,103,106281,Liam Broady,L,183,GBR,28,105147,Tatsuma Ito,R,180,JPN,33,6-4 6-1,79,4,6,58,25,16,18,0,5,3,1,3,44,24,12,8,0,6,1,147,522,240,283,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,120,106045,Denis Kudla,R,180,USA,29,126504,Andrea Pellegrino,R,185,ITA,24,6-4 6-2,79,8,2,47,30,24,12,9,0,0,8,3,78,47,33,10,9,14,11,114,698,243,283,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,192,106296,Gregoire Barrere,R,183,FRA,27,104660,Sergiy Stakhovsky,R,193,UKR,35,7-5 6-3,82,4,5,80,47,36,17,11,3,3,9,6,60,32,26,12,10,4,2,131,607,242,283,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,870,200335,Felipe Meligeni Alves,R,185,BRA,23,127339,Borna Gojo,R,196,CRO,23,6-3 6-7(4) 7-6(3),137,1,1,91,58,43,23,17,4,2,9,4,108,72,56,13,16,8,4,236,279,233,282,2021-05-31 00:00:00
2021581,Australian Open,Hard,128,208,122298,Botic Van De Zandschulp,R,188,NED,25,106288,Mathias Bourgue,R,188,FRA,27,7-6(4) 6-4,135,5,1,59,28,19,23,11,3,1,7,3,95,64,38,15,11,12,9,156,423,214,281,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,126,106293,Kimmer Coppejans,R,180,BEL,27,105011,Illya Marchenko,R,185,UKR,33,7-6(2) 6-3,123,5,3,68,44,34,11,11,4,2,4,4,77,42,26,17,10,6,2,175,368,215,281,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,134,106057,Facundo Mena,R,180,ARG,28,111515,Thai Son Kwiatkowski,R,188,USA,26,6-2 0-6 7-5,108,3,3,73,32,26,17,13,6,2,2,4,72,43,29,15,13,6,2,231,222,197,281,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,818,111460,Quentin Halys,R,191,FRA,24,103990,Tommy Robredo,R,180,ESP,39,7-6(9) 6-4,118,2,5,87,61,43,14,11,5,4,1,4,100,72,50,8,11,11,9,223,305,234,281,2021-05-31 00:00:00
2021560,Us Open,Hard,128,145,105671,Gastao Elias,R,178,POR,31,126409,Hugo Grenier,R,196,FRA,25,3-6 6-3 6-4,134,7,2,96,43,32,29,0,10,8,9,5,81,44,32,18,0,6,3,232,294,241,281,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,153,109054,Daniel Masur,R,183,GER,27,106249,Joao Domingues,R,178,POR,28,6-1 6-2,53,5,1,41,30,26,7,8,0,0,2,1,49,32,15,10,7,12,8,222,316,244,281,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,100,111794,Kamil Majchrzak,R,183,POL,25,120424,Yannick Maden,R,185,GER,32,6-1 6-4,58,8,0,44,31,25,10,9,1,0,0,3,58,34,16,14,8,10,6,104,747,245,281,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,137,105406,Roberto Marcora,R,194,ITA,30,105041,Lukas Lacko,R,185,SVK,32,6-3 6-2,67,10,3,55,39,30,9,9,2,2,2,2,55,34,22,8,8,5,2,172,294,178,280,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,876,207989,Carlos Alcaraz,R,185,ESP,18,126504,Andrea Pellegrino,R,185,ITA,24,6-1 6-2,67,1,0,52,38,27,10,8,2,2,0,1,45,27,10,11,7,5,1,97,815,235,280,2021-05-31 00:00:00
2021560,Us Open,Hard,128,205,208029,Holger Rune,R,185,DEN,18,121531,Mats Moraing,L,198,GER,29,6-4 3-6 6-3,117,14,4,85,58,44,14,0,4,3,7,3,88,43,34,25,0,5,3,145,541,242,280,2021-08-30 00:00:00
2020580,Australian Open,Hard,128,122,124186,Alexandre Muller,R,183,FRA,23,105166,Peter Polansky,R,180,CAN,32,6-1 6-2,54,3,2,44,27,22,8,8,1,0,1,4,39,21,11,5,7,6,1,229,207,180,279,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,102,122078,Dmitry Popko,R,191,KAZ,24,105911,Andrea Collarini,L,185,ARG,29,6-2 6-1,62,2,0,32,22,20,8,8,0,0,2,3,52,32,17,6,7,10,5,171,336,198,279,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,899,109739,Maximilian Marterer,L,191,GER,26,200335,Felipe Meligeni Alves,R,185,BRA,23,6-2 6-1,75,5,0,56,35,25,12,8,5,4,0,1,55,35,13,10,7,10,5,215,322,236,279,2021-05-31 00:00:00
2021560,Us Open,Hard,128,146,144645,Zdenek Kolar,R,185,CZE,25,106249,Joao Domingues,R,178,POR,28,6-2 6-3,78,5,4,52,32,26,12,0,0,0,0,6,70,38,27,11,0,7,4,182,398,243,279,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,146,105657,Marius Copil,R,193,ROU,31,106220,Dimitar Kuzmanov,R,183,BUL,28,6-4 6-3,66,7,2,45,25,21,16,9,1,1,2,4,55,37,23,10,10,6,3,224,310,246,279,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,180,105477,Marco Trungelliti,R,178,ARG,30,200670,J J Wolf,R,183,USA,21,0-6 7-6(5) 7-5,130,6,2,91,52,39,21,15,5,2,11,5,103,56,48,22,15,6,5,202,238,181,278,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,904,111456,Mackenzie Mcdonald,R,178,USA,26,105477,Marco Trungelliti,R,178,ARG,31,6-4 6-4,73,1,2,57,37,29,11,10,1,0,4,2,57,37,23,11,10,6,3,119,675,237,278,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,137,106137,Tristan Lamasine,R,183,FRA,28,106368,Ramkumar Ramanathan,R,188,IND,26,7-5 6-2,87,1,3,70,48,33,13,10,8,7,3,1,55,33,19,9,10,6,2,271,178,199,278,2020-09-28 00:00:00
2021581,Australian Open,Hard,128,113,208013,Dane Sweeny,R,170,AUS,20,105657,Marius Copil,R,193,ROU,30,7-6(3) 2-6 6-3,159,6,16,118,68,46,25,15,15,12,5,8,93,51,37,22,14,9,7,794,22,216,277,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,101,106110,Filip Horansky,R,175,SVK,28,105657,Marius Copil,R,193,ROU,30,6-2 6-1,65,2,0,41,29,24,6,8,1,0,1,4,62,39,21,7,7,13,8,177,327,200,277,2020-09-28 00:00:00
2021560,Us Open,Hard,128,118,106005,Constant Lestienne,R,180,FRA,29,126504,Andrea Pellegrino,R,185,ITA,24,7-5 4-6 6-0,127,15,3,81,50,42,11,0,7,4,3,4,89,49,33,15,0,10,4,248,266,244,277,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,169,124186,Alexandre Muller,R,183,FRA,24,105166,Peter Polansky,R,180,CAN,32,6-0 6-1,64,0,0,34,28,21,3,7,0,0,0,0,46,27,7,10,6,10,4,208,305,217,275,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,828,202103,Francisco Cerundolo,R,185,ARG,23,106232,Roberto Cid,R,193,DOM,28,6-2 7-6(2),97,3,3,63,35,26,19,10,7,6,0,5,76,55,32,10,10,7,4,117,688,238,275,2021-05-31 00:00:00
2021560,Us Open,Hard,128,150,104424,Go Soeda,R,178,JPN,37,120424,Yannick Maden,R,185,GER,32,1-6 6-4 6-4,130,4,0,82,44,30,22,0,3,0,8,5,100,51,35,28,0,8,6,186,384,245,275,2021-08-30 00:00:00
2021520,Roland Garros,Clay,128,866,123755,Daniel Elahi Galan,R,191,COL,25,123795,Altug Celikbilek,U,183,TUR,25,6-3 6-2,63,5,1,46,24,20,12,9,2,0,1,1,52,24,14,8,8,8,3,107,764,239,274,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,121,126663,Juan Pablo Ficovich,R,191,ARG,24,206909,Brandon Nakashima,R,185,USA,19,5-7 7-6(1) 7-5,179,7,6,129,78,53,30,18,16,13,6,4,129,91,58,22,18,9,6,206,270,201,274,2020-09-28 00:00:00
2020580,Australian Open,Hard,128,124,106045,Denis Kudla,R,180,USA,27,106071,Bernard Tomic,R,193,AUS,27,7-6(4) 6-3,68,9,1,58,36,33,17,11,0,0,10,1,65,40,30,14,10,4,3,108,516,183,273,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,199,200611,Elliot Benchetrit,R,193,FRA,21,122078,Dmitry Popko,R,191,KAZ,23,4-6 6-2 6-3,120,8,1,92,56,37,20,14,7,4,6,5,91,52,38,14,13,13,8,231,205,184,273,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,156,105948,Federico Coria,R,180,ARG,28,106368,Ramkumar Ramanathan,R,188,IND,25,4-6 6-4 6-1,119,3,3,83,53,39,16,14,7,5,9,4,91,57,41,12,13,12,7,119,465,185,273,2020-01-20 00:00:00
2021581,Australian Open,Hard,128,110,105166,Peter Polansky,R,180,CAN,32,200484,Rudolf Molleker,R,185,GER,20,6-7(8) 7-5 6-3,142,4,4,102,58,49,22,17,2,1,6,2,108,76,49,19,16,6,3,217,275,218,273,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,906,104797,Denis Istomin,R,188,UZB,35,104735,Tobias Kamke,R,180,GER,35,6-4 7-6(5),112,4,0,76,45,33,13,11,12,9,0,9,82,53,34,12,11,7,3,204,343,240,273,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,154,105655,Hiroki Moriya,R,170,JPN,30,200484,Rudolf Molleker,R,185,GER,20,6-4 6-4,94,4,1,78,48,33,20,10,12,12,2,5,77,48,31,15,10,11,9,244,210,203,273,2020-09-28 00:00:00
2021540,Wimbledon,Grass,128,185,122298,Botic Van De Zandschulp,R,188,NED,26,123795,Altug Celikbilek,U,183,TUR,25,6-2 6-3,69,5,1,42,24,21,12,8,1,1,6,4,67,36,20,15,9,9,5,139,540,247,273,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,822,105341,Thomas Fabbiano,R,173,ITA,32,111153,Christopher Eubanks,R,201,USA,25,6-4 7-5,84,1,2,65,41,27,15,11,8,6,7,2,63,45,29,6,11,6,2,164,436,241,271,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,174,111505,Enzo Couacaud,R,183,FRA,26,126663,Juan Pablo Ficovich,R,191,ARG,24,6-3 6-3,83,5,2,51,26,20,15,9,1,0,4,2,64,38,22,10,9,9,5,195,286,206,270,2020-09-28 00:00:00
2020520,Roland Garros,Clay,128,148,104919,Leonardo Mayer,R,188,ARG,33,105166,Peter Polansky,R,180,CAN,32,7-5 6-0,86,3,6,53,22,17,18,9,3,2,5,4,61,34,21,9,9,9,4,123,482,205,270,2020-09-28 00:00:00
2020580,Australian Open,Hard,128,120,105539,Evgeny Donskoy,R,185,RUS,30,110778,Joao Menezes,R,185,BRA,23,6-7(3) 6-1 7-6(8),162,3,4,136,69,45,34,16,9,5,7,0,113,81,48,15,15,12,6,106,522,187,268,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,844,106198,Hugo Dellien,R,180,BOL,28,106220,Dimitar Kuzmanov,R,183,BUL,28,3-6 6-2 6-1,116,0,0,76,61,40,10,12,4,3,0,2,82,60,35,10,12,8,4,124,639,242,268,2021-05-31 00:00:00
2021560,Us Open,Hard,128,173,106214,Oscar Otte,R,196,GER,28,106005,Constant Lestienne,R,180,FRA,29,6-3 3-6 7-6(6),145,19,3,101,64,50,19,0,4,2,8,4,106,54,40,27,0,8,6,144,543,248,266,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,175,111460,Quentin Halys,R,191,FRA,24,117356,Cem Ilkel,R,185,TUR,25,2-6 7-6(2) 6-1,143,9,7,87,52,42,15,14,5,2,4,3,100,63,41,16,13,10,7,206,310,219,265,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,815,110748,Nikola Milojevic,R,188,SRB,26,105166,Peter Polansky,R,180,CAN,33,7-6(4) 1-6 6-2,147,7,10,85,46,34,17,14,12,8,3,4,115,61,38,28,13,20,16,140,540,244,265,2021-05-31 00:00:00
2021560,Us Open,Hard,128,114,105943,Federico Gaio,R,180,ITA,29,105051,Matthew Ebden,R,188,AUS,34,6-4 3-6 6-1,112,9,4,87,48,33,23,0,5,3,4,5,74,40,29,16,0,7,3,159,476,250,265,2021-08-30 00:00:00
2020580,Australian Open,Hard,128,158,105870,Yannick Hanfmann,R,193,GER,28,126535,Carlos Taberner,R,183,ESP,22,7-6(8) 6-1,107,8,5,70,41,33,14,10,2,1,5,8,95,52,37,13,9,9,5,167,302,188,264,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,157,105208,Ernests Gulbis,R,190,LAT,31,202195,Maxime Cressy,R,198,USA,23,6-3 6-3,65,2,1,44,34,29,7,9,0,0,9,3,51,27,21,10,9,6,3,256,179,189,263,2020-01-20 00:00:00
